"Date Time, GMT-05:00","Motor, % on (LGR S/N: 20148728, SEN S/N: 20148728, LBL: AHU 11 Return)","Total: Motor on, Time on (sec) (LGR S/N: 20148728)"
2020-12-21 13:00:00,100.0,3600.0
2020-12-21 14:00:00,100.0,3600.0
2020-12-21 15:00:00,100.0,3600.0
2020-12-21 16:00:00,100.0,3600.0
2020-12-21 17:00:00,100.0,3600.0
2020-12-21 18:00:00,66.11116666666666,2380.0
2020-12-21 19:00:00,0.0,0.0
2020-12-21 20:00:00,0.0,0.0
2020-12-21 21:00:00,0.0,0.0
2020-12-21 22:00:00,0.0,0.0
2020-12-21 23:00:00,0.0,0.0
2020-12-22 00:00:00,0.0,0.0
2020-12-22 01:00:00,0.0,0.0
2020-12-22 02:00:00,0.0,0.0
2020-12-22 03:00:00,0.0,0.0
2020-12-22 04:00:00,0.0,0.0
2020-12-22 05:00:00,0.0,0.0
2020-12-22 06:00:00,64.91666666666667,2337.0
2020-12-22 07:00:00,100.0,3600.0
2020-12-22 08:00:00,100.0,3600.0
2020-12-22 09:00:00,100.0,3600.0
2020-12-22 10:00:00,100.0,3600.0
2020-12-22 11:00:00,100.0,3600.0
2020-12-22 12:00:00,100.0,3600.0
2020-12-22 13:00:00,100.0,3600.0
2020-12-22 14:00:00,100.0,3600.0
2020-12-22 15:00:00,100.0,3600.0
2020-12-22 16:00:00,100.0,3600.0
2020-12-22 17:00:00,81.22216666666667,2924.0
2020-12-22 18:00:00,0.0,0.0
2020-12-22 19:00:00,0.0,0.0
2020-12-22 20:00:00,0.0,0.0
2020-12-22 21:00:00,0.0,0.0
2020-12-22 22:00:00,0.0,0.0
2020-12-22 23:00:00,0.0,0.0
2020-12-23 00:00:00,0.0,0.0
2020-12-23 01:00:00,0.0,0.0
2020-12-23 02:00:00,0.0,0.0
2020-12-23 03:00:00,0.0,0.0
2020-12-23 04:00:00,0.0,0.0
2020-12-23 05:00:00,0.0,0.0
2020-12-23 06:00:00,83.13883333333334,2993.0
2020-12-23 07:00:00,100.0,3600.0
2020-12-23 08:00:00,100.0,3600.0
2020-12-23 09:00:00,100.0,3600.0
2020-12-23 10:00:00,100.0,3600.0
2020-12-23 11:00:00,100.0,3600.0
2020-12-23 12:00:00,100.0,3600.0
2020-12-23 13:00:00,100.0,3600.0
2020-12-23 14:00:00,100.0,3600.0
2020-12-23 15:00:00,100.0,3600.0
2020-12-23 16:00:00,100.0,3600.0
2020-12-23 17:00:00,100.0,3600.0
2020-12-23 18:00:00,39.36116666666667,1417.0
2020-12-23 19:00:00,0.0,0.0
2020-12-23 20:00:00,0.0,0.0
2020-12-23 21:00:00,0.0,0.0
2020-12-23 22:00:00,0.0,0.0
2020-12-23 23:00:00,0.0,0.0
2020-12-24 00:00:00,0.0,0.0
2020-12-24 01:00:00,0.0,0.0
2020-12-24 02:00:00,0.0,0.0
2020-12-24 03:00:00,0.0,0.0
2020-12-24 04:00:00,0.0,0.0
2020-12-24 05:00:00,0.0,0.0
2020-12-24 06:00:00,63.472166666666666,2285.0
2020-12-24 07:00:00,100.0,3600.0
2020-12-24 08:00:00,100.0,3600.0
2020-12-24 09:00:00,100.0,3600.0
2020-12-24 10:00:00,100.0,3600.0
2020-12-24 11:00:00,100.0,3600.0
2020-12-24 12:00:00,100.0,3600.0
2020-12-24 13:00:00,100.0,3600.0
2020-12-24 14:00:00,100.0,3600.0
2020-12-24 15:00:00,100.0,3600.0
2020-12-24 16:00:00,100.0,3600.0
2020-12-24 17:00:00,100.0,3600.0
2020-12-24 18:00:00,29.86116666666667,1075.0
2020-12-24 19:00:00,0.0,0.0
2020-12-24 20:00:00,0.0,0.0
2020-12-24 21:00:00,0.0,0.0
2020-12-24 22:00:00,0.0,0.0
2020-12-24 23:00:00,0.0,0.0
2020-12-25 00:00:00,0.0,0.0
2020-12-25 01:00:00,0.0,0.0
2020-12-25 02:00:00,0.0,0.0
2020-12-25 03:00:00,0.0,0.0
2020-12-25 04:00:00,0.0,0.0
2020-12-25 05:00:00,0.0,0.0
2020-12-25 06:00:00,0.0,0.0
2020-12-25 07:00:00,0.0,0.0
2020-12-25 08:00:00,0.0,0.0
2020-12-25 09:00:00,0.0,0.0
2020-12-25 10:00:00,0.0,0.0
2020-12-25 11:00:00,0.0,0.0
2020-12-25 12:00:00,0.0,0.0
2020-12-25 13:00:00,0.0,0.0
2020-12-25 14:00:00,0.0,0.0
2020-12-25 15:00:00,0.0,0.0
2020-12-25 16:00:00,0.0,0.0
2020-12-25 17:00:00,0.0,0.0
2020-12-25 18:00:00,0.0,0.0
2020-12-25 19:00:00,0.0,0.0
2020-12-25 20:00:00,0.0,0.0
2020-12-25 21:00:00,0.0,0.0
2020-12-25 22:00:00,0.0,0.0
2020-12-25 23:00:00,0.0,0.0
2020-12-26 00:00:00,0.0,0.0
2020-12-26 01:00:00,0.0,0.0
2020-12-26 02:00:00,0.0,0.0
2020-12-26 03:00:00,0.0,0.0
2020-12-26 04:00:00,0.0,0.0
2020-12-26 05:00:00,0.0,0.0
2020-12-26 06:00:00,0.0,0.0
2020-12-26 07:00:00,0.0,0.0
2020-12-26 08:00:00,0.0,0.0
2020-12-26 09:00:00,0.0,0.0
2020-12-26 10:00:00,0.0,0.0
2020-12-26 11:00:00,0.0,0.0
2020-12-26 12:00:00,0.0,0.0
2020-12-26 13:00:00,0.0,0.0
2020-12-26 14:00:00,0.0,0.0
2020-12-26 15:00:00,0.0,0.0
2020-12-26 16:00:00,0.0,0.0
2020-12-26 17:00:00,0.0,0.0
2020-12-26 18:00:00,0.0,0.0
2020-12-26 19:00:00,0.0,0.0
2020-12-26 20:00:00,0.0,0.0
2020-12-26 21:00:00,0.0,0.0
2020-12-26 22:00:00,0.0,0.0
2020-12-26 23:00:00,0.0,0.0
2020-12-27 00:00:00,0.0,0.0
2020-12-27 01:00:00,0.0,0.0
2020-12-27 02:00:00,0.0,0.0
2020-12-27 03:00:00,0.0,0.0
2020-12-27 04:00:00,0.0,0.0
2020-12-27 05:00:00,0.0,0.0
2020-12-27 06:00:00,0.0,0.0
2020-12-27 07:00:00,0.0,0.0
2020-12-27 08:00:00,0.0,0.0
2020-12-27 09:00:00,0.0,0.0
2020-12-27 10:00:00,0.0,0.0
2020-12-27 11:00:00,0.0,0.0
2020-12-27 12:00:00,0.0,0.0
2020-12-27 13:00:00,0.0,0.0
2020-12-27 14:00:00,0.0,0.0
2020-12-27 15:00:00,0.0,0.0
2020-12-27 16:00:00,0.0,0.0
2020-12-27 17:00:00,0.0,0.0
2020-12-27 18:00:00,0.0,0.0
2020-12-27 19:00:00,0.0,0.0
2020-12-27 20:00:00,0.0,0.0
2020-12-27 21:00:00,0.0,0.0
2020-12-27 22:00:00,0.0,0.0
2020-12-27 23:00:00,0.0,0.0
2020-12-28 00:00:00,0.0,0.0
2020-12-28 01:00:00,0.0,0.0
2020-12-28 02:00:00,0.0,0.0
2020-12-28 03:00:00,0.0,0.0
2020-12-28 04:00:00,0.0,0.0
2020-12-28 05:00:00,0.0,0.0
2020-12-28 06:00:00,73.88883333333334,2660.0
2020-12-28 07:00:00,100.0,3600.0
2020-12-28 08:00:00,100.0,3600.0
2020-12-28 09:00:00,100.0,3600.0
2020-12-28 10:00:00,100.0,3600.0
2020-12-28 11:00:00,100.0,3600.0
2020-12-28 12:00:00,100.0,3600.0
2020-12-28 13:00:00,100.0,3600.0
2020-12-28 14:00:00,100.0,3600.0
2020-12-28 15:00:00,100.0,3600.0
2020-12-28 16:00:00,100.0,3600.0
2020-12-28 17:00:00,12.083333333333334,435.0
2020-12-28 18:00:00,0.0,0.0
2020-12-28 19:00:00,0.0,0.0
2020-12-28 20:00:00,0.0,0.0
2020-12-28 21:00:00,0.0,0.0
2020-12-28 22:00:00,0.0,0.0
2020-12-28 23:00:00,0.0,0.0
2020-12-29 00:00:00,0.0,0.0
2020-12-29 01:00:00,0.0,0.0
2020-12-29 02:00:00,0.0,0.0
2020-12-29 03:00:00,0.0,0.0
2020-12-29 04:00:00,0.0,0.0
2020-12-29 05:00:00,0.0,0.0
2020-12-29 06:00:00,77.75,2799.0
2020-12-29 07:00:00,100.0,3600.0
2020-12-29 08:00:00,100.0,3600.0
2020-12-29 09:00:00,100.0,3600.0
2020-12-29 10:00:00,100.0,3600.0
2020-12-29 11:00:00,100.0,3600.0
2020-12-29 12:00:00,100.0,3600.0
2020-12-29 13:00:00,100.0,3600.0
2020-12-29 14:00:00,100.0,3600.0
2020-12-29 15:00:00,100.0,3600.0
2020-12-29 16:00:00,100.0,3600.0
2020-12-29 17:00:00,100.0,3600.0
2020-12-29 18:00:00,25.083333333333332,903.0
2020-12-29 19:00:00,0.0,0.0
2020-12-29 20:00:00,0.0,0.0
2020-12-29 21:00:00,0.0,0.0
2020-12-29 22:00:00,0.0,0.0
2020-12-29 23:00:00,0.0,0.0
2020-12-30 00:00:00,0.0,0.0
2020-12-30 01:00:00,0.0,0.0
2020-12-30 02:00:00,0.0,0.0
2020-12-30 03:00:00,0.0,0.0
2020-12-30 04:00:00,0.0,0.0
2020-12-30 05:00:00,0.0,0.0
2020-12-30 06:00:00,97.22216666666667,3500.0
2020-12-30 07:00:00,100.0,3600.0
2020-12-30 08:00:00,100.0,3600.0
2020-12-30 09:00:00,100.0,3600.0
2020-12-30 10:00:00,100.0,3600.0
2020-12-30 11:00:00,100.0,3600.0
2020-12-30 12:00:00,100.0,3600.0
2020-12-30 13:00:00,100.0,3600.0
2020-12-30 14:00:00,100.0,3600.0
2020-12-30 15:00:00,100.0,3600.0
2020-12-30 16:00:00,100.0,3600.0
2020-12-30 17:00:00,100.0,3600.0
2020-12-30 18:00:00,18.777833333333334,676.0
2020-12-30 19:00:00,0.0,0.0
2020-12-30 20:00:00,0.0,0.0
2020-12-30 21:00:00,0.0,0.0
2020-12-30 22:00:00,0.0,0.0
2020-12-30 23:00:00,0.0,0.0
2020-12-31 00:00:00,0.0,0.0
2020-12-31 01:00:00,0.0,0.0
2020-12-31 02:00:00,0.0,0.0
2020-12-31 03:00:00,0.0,0.0
2020-12-31 04:00:00,0.0,0.0
2020-12-31 05:00:00,0.0,0.0
2020-12-31 06:00:00,94.83333333333333,3414.0
2020-12-31 07:00:00,100.0,3600.0
2020-12-31 08:00:00,100.0,3600.0
2020-12-31 09:00:00,100.0,3600.0
2020-12-31 10:00:00,100.0,3600.0
2020-12-31 11:00:00,100.0,3600.0
2020-12-31 12:00:00,100.0,3600.0
2020-12-31 13:00:00,100.0,3600.0
2020-12-31 14:00:00,100.0,3600.0
2020-12-31 15:00:00,100.0,3600.0
2020-12-31 16:00:00,100.0,3600.0
2020-12-31 17:00:00,84.16666666666667,3030.0
2020-12-31 18:00:00,0.0,0.0
2020-12-31 19:00:00,0.0,0.0
2020-12-31 20:00:00,0.0,0.0
2020-12-31 21:00:00,0.0,0.0
2020-12-31 22:00:00,0.0,0.0
2020-12-31 23:00:00,0.0,0.0
2021-01-01 00:00:00,0.0,0.0
2021-01-01 01:00:00,0.0,0.0
2021-01-01 02:00:00,0.0,0.0
2021-01-01 03:00:00,0.0,0.0
2021-01-01 04:00:00,0.0,0.0
2021-01-01 05:00:00,0.0,0.0
2021-01-01 06:00:00,0.0,0.0
2021-01-01 07:00:00,0.0,0.0
2021-01-01 08:00:00,0.0,0.0
2021-01-01 09:00:00,0.0,0.0
2021-01-01 10:00:00,0.0,0.0
2021-01-01 11:00:00,0.0,0.0
2021-01-01 12:00:00,0.0,0.0
2021-01-01 13:00:00,0.0,0.0
2021-01-01 14:00:00,0.0,0.0
2021-01-01 15:00:00,0.0,0.0
2021-01-01 16:00:00,0.0,0.0
2021-01-01 17:00:00,0.0,0.0
2021-01-01 18:00:00,0.0,0.0
2021-01-01 19:00:00,0.0,0.0
2021-01-01 20:00:00,0.0,0.0
2021-01-01 21:00:00,0.0,0.0
2021-01-01 22:00:00,0.0,0.0
2021-01-01 23:00:00,0.0,0.0
2021-01-02 00:00:00,0.0,0.0
2021-01-02 01:00:00,0.0,0.0
2021-01-02 02:00:00,0.0,0.0
2021-01-02 03:00:00,0.0,0.0
2021-01-02 04:00:00,0.0,0.0
2021-01-02 05:00:00,0.0,0.0
2021-01-02 06:00:00,0.0,0.0
2021-01-02 07:00:00,0.0,0.0
2021-01-02 08:00:00,0.0,0.0
2021-01-02 09:00:00,0.0,0.0
2021-01-02 10:00:00,0.0,0.0
2021-01-02 11:00:00,0.0,0.0
2021-01-02 12:00:00,0.0,0.0
2021-01-02 13:00:00,0.0,0.0
2021-01-02 14:00:00,0.0,0.0
2021-01-02 15:00:00,0.0,0.0
2021-01-02 16:00:00,0.0,0.0
2021-01-02 17:00:00,0.0,0.0
2021-01-02 18:00:00,0.0,0.0
2021-01-02 19:00:00,0.0,0.0
2021-01-02 20:00:00,0.0,0.0
2021-01-02 21:00:00,0.0,0.0
2021-01-02 22:00:00,0.0,0.0
2021-01-02 23:00:00,0.0,0.0
2021-01-03 00:00:00,0.0,0.0
2021-01-03 01:00:00,0.0,0.0
2021-01-03 02:00:00,0.0,0.0
2021-01-03 03:00:00,0.0,0.0
2021-01-03 04:00:00,0.0,0.0
2021-01-03 05:00:00,0.0,0.0
2021-01-03 06:00:00,0.0,0.0
2021-01-03 07:00:00,0.0,0.0
2021-01-03 08:00:00,0.0,0.0
2021-01-03 09:00:00,0.0,0.0
2021-01-03 10:00:00,0.0,0.0
2021-01-03 11:00:00,0.0,0.0
2021-01-03 12:00:00,0.0,0.0
2021-01-03 13:00:00,0.0,0.0
2021-01-03 14:00:00,0.0,0.0
2021-01-03 15:00:00,0.0,0.0
2021-01-03 16:00:00,0.0,0.0
2021-01-03 17:00:00,0.0,0.0
2021-01-03 18:00:00,0.0,0.0
2021-01-03 19:00:00,0.0,0.0
2021-01-03 20:00:00,0.0,0.0
2021-01-03 21:00:00,0.0,0.0
2021-01-03 22:00:00,0.0,0.0
2021-01-03 23:00:00,0.0,0.0
2021-01-04 00:00:00,0.0,0.0
2021-01-04 01:00:00,0.0,0.0
2021-01-04 02:00:00,0.0,0.0
2021-01-04 03:00:00,0.0,0.0
2021-01-04 04:00:00,0.0,0.0
2021-01-04 05:00:00,0.0,0.0
2021-01-04 06:00:00,79.97216666666667,2879.0
2021-01-04 07:00:00,100.0,3600.0
2021-01-04 08:00:00,100.0,3600.0
2021-01-04 09:00:00,100.0,3600.0
